2020/02/26 14:07:26 Files already downloaded and verified
2020/02/26 14:07:27 => created new encoder model...
2020/02/29 05:55:46 step 21265: train=0.014241 test=0.012137 entropy=4.151060 used=64
2020/02/29 05:55:56 step 21266: train=0.013087 test=0.012988 entropy=4.145332 used=64
2020/02/29 05:56:06 step 21267: train=0.010945 test=0.012786 entropy=4.146071 used=64
2020/02/29 05:56:16 step 21268: train=0.010631 test=0.012417 entropy=4.146927 used=64
2020/02/29 05:56:27 step 21269: train=0.011346 test=0.012002 entropy=4.148445 used=64
2020/02/29 05:56:37 step 21270: train=0.011130 test=0.011612 entropy=4.149311 used=64
2020/02/29 05:56:51 step 21271: train=0.013739 test=0.014039 entropy=4.146580 used=64
2020/02/29 05:57:01 step 21272: train=0.011343 test=0.011571 entropy=4.149481 used=64
2020/02/29 05:57:11 step 21273: train=0.012211 test=0.013093 entropy=4.147200 used=64
2020/02/29 05:57:22 step 21274: train=0.012605 test=0.013231 entropy=4.144244 used=64
2020/02/29 05:57:32 step 21275: train=0.013027 test=0.013045 entropy=4.150259 used=64
2020/02/29 05:57:42 step 21276: train=0.013915 test=0.011566 entropy=4.146533 used=64
2020/02/29 05:57:52 step 21277: train=0.012260 test=0.010296 entropy=4.146074 used=64
2020/02/29 05:58:02 step 21278: train=0.011494 test=0.013234 entropy=4.146929 used=64
2020/02/29 05:58:12 step 21279: train=0.013073 test=0.010639 entropy=4.145836 used=64
2020/02/29 05:58:22 step 21280: train=0.011366 test=0.012469 entropy=4.147592 used=64
2020/02/29 05:58:37 step 21281: train=0.013092 test=0.012497 entropy=4.146713 used=64
2020/02/29 05:58:47 step 21282: train=0.012498 test=0.011744 entropy=4.148248 used=64
2020/02/29 05:58:56 step 21283: train=0.010826 test=0.011689 entropy=4.146673 used=64
2020/02/29 05:59:07 step 21284: train=0.012391 test=0.011434 entropy=4.147486 used=64
2020/02/29 05:59:17 step 21285: train=0.011703 test=0.013015 entropy=4.146964 used=64
2020/02/29 05:59:27 step 21286: train=0.011925 test=0.011484 entropy=4.147926 used=64
2020/02/29 05:59:37 step 21287: train=0.009881 test=0.012232 entropy=4.148295 used=64
2020/02/29 05:59:47 step 21288: train=0.013392 test=0.013660 entropy=4.146773 used=64
2020/02/29 05:59:57 step 21289: train=0.012966 test=0.013912 entropy=4.149123 used=64
2020/02/29 06:00:07 step 21290: train=0.015219 test=0.015355 entropy=4.144378 used=64
2020/02/29 06:00:22 step 21291: train=0.013801 test=0.009702 entropy=4.149056 used=64
2020/02/29 06:00:32 step 21292: train=0.011960 test=0.011680 entropy=4.147398 used=64
2020/02/29 06:00:42 step 21293: train=0.012367 test=0.013930 entropy=4.145100 used=64
2020/02/29 06:00:52 step 21294: train=0.013227 test=0.009856 entropy=4.151515 used=64
2020/02/29 06:01:02 step 21295: train=0.012242 test=0.011045 entropy=4.146651 used=64
2020/02/29 06:01:13 step 21296: train=0.012768 test=0.012483 entropy=4.142369 used=64
2020/02/29 06:01:23 step 21297: train=0.013936 test=0.012230 entropy=4.146428 used=64
2020/02/29 06:01:33 step 21298: train=0.011738 test=0.013503 entropy=4.147222 used=64
2020/02/29 06:01:43 step 21299: train=0.013824 test=0.013405 entropy=4.145766 used=64
2020/02/29 06:01:53 step 21300: train=0.013688 test=0.013812 entropy=4.149785 used=64
2020/02/29 06:02:10 step 21301: train=0.013675 test=0.012511 entropy=4.150002 used=64
2020/02/29 06:02:20 step 21302: train=0.013264 test=0.012942 entropy=4.148500 used=64
2020/02/29 06:02:30 step 21303: train=0.013172 test=0.014462 entropy=4.150191 used=64
2020/02/29 06:02:40 step 21304: train=0.015669 test=0.012128 entropy=4.143747 used=64
2020/02/29 06:02:50 step 21305: train=0.012246 test=0.015123 entropy=4.145186 used=64
2020/02/29 06:03:01 step 21306: train=0.013259 test=0.011106 entropy=4.146182 used=64
2020/02/29 06:03:11 step 21307: train=0.012929 test=0.011516 entropy=4.141261 used=64
2020/02/29 06:03:21 step 21308: train=0.012666 test=0.012997 entropy=4.150107 used=64
2020/02/29 06:03:31 step 21309: train=0.013721 test=0.013487 entropy=4.150023 used=64
2020/02/29 06:03:41 step 21310: train=0.011453 test=0.012002 entropy=4.147088 used=64
2020/02/29 06:03:56 step 21311: train=0.011927 test=0.012886 entropy=4.148663 used=64
2020/02/29 06:04:06 step 21312: train=0.012369 test=0.013887 entropy=4.149194 used=64
2020/02/29 06:04:16 step 21313: train=0.013065 test=0.013710 entropy=4.145677 used=64
2020/02/29 06:04:26 step 21314: train=0.013122 test=0.014853 entropy=4.147626 used=64
2020/02/29 06:04:36 step 21315: train=0.011659 test=0.011318 entropy=4.148194 used=64
2020/02/29 06:04:46 step 21316: train=0.014125 test=0.010565 entropy=4.147167 used=64
2020/02/29 06:04:56 step 21317: train=0.013957 test=0.013961 entropy=4.148381 used=64
2020/02/29 06:05:06 step 21318: train=0.011059 test=0.013474 entropy=4.146083 used=64
2020/02/29 06:05:17 step 21319: train=0.012729 test=0.011431 entropy=4.149313 used=64
2020/02/29 06:05:27 step 21320: train=0.015450 test=0.009027 entropy=4.145736 used=64
2020/02/29 06:05:41 step 21321: train=0.013407 test=0.010806 entropy=4.148759 used=64
2020/02/29 06:05:51 step 21322: train=0.012050 test=0.010940 entropy=4.144438 used=64
2020/02/29 06:06:02 step 21323: train=0.011437 test=0.012213 entropy=4.146939 used=64
2020/02/29 06:06:12 step 21324: train=0.012960 test=0.012955 entropy=4.146144 used=64
2020/02/29 06:06:22 step 21325: train=0.010042 test=0.013593 entropy=4.146940 used=64
2020/02/29 06:06:32 step 21326: train=0.013180 test=0.012236 entropy=4.146062 used=64
2020/02/29 06:06:42 step 21327: train=0.010897 test=0.014081 entropy=4.149305 used=64
2020/02/29 06:06:52 step 21328: train=0.011369 test=0.014755 entropy=4.146553 used=64
2020/02/29 06:07:02 step 21329: train=0.012718 test=0.012945 entropy=4.149007 used=64
2020/02/29 06:07:13 step 21330: train=0.010444 test=0.013292 entropy=4.145561 used=64
2020/02/29 06:07:27 step 21331: train=0.013641 test=0.014924 entropy=4.146230 used=64
2020/02/29 06:07:37 step 21332: train=0.010206 test=0.012842 entropy=4.148209 used=64
2020/02/29 06:07:47 step 21333: train=0.013075 test=0.012374 entropy=4.146697 used=64
2020/02/29 06:07:57 step 21334: train=0.011330 test=0.013937 entropy=4.147571 used=64
2020/02/29 06:08:08 step 21335: train=0.012351 test=0.014879 entropy=4.147035 used=64
2020/02/29 06:08:18 step 21336: train=0.011624 test=0.012076 entropy=4.148566 used=64
2020/02/29 06:08:28 step 21337: train=0.012783 test=0.014416 entropy=4.144067 used=64
2020/02/29 06:08:38 step 21338: train=0.011940 test=0.011594 entropy=4.145517 used=64
2020/02/29 06:08:48 step 21339: train=0.013064 test=0.011971 entropy=4.149170 used=64
2020/02/29 06:08:58 step 21340: train=0.010690 test=0.011884 entropy=4.148196 used=64
2020/02/29 06:09:13 step 21341: train=0.011819 test=0.016191 entropy=4.147837 used=64
2020/02/29 06:09:23 step 21342: train=0.013265 test=0.015650 entropy=4.146266 used=64
2020/02/29 06:09:33 step 21343: train=0.011791 test=0.010681 entropy=4.145581 used=64
2020/02/29 06:09:43 step 21344: train=0.012211 test=0.010871 entropy=4.147810 used=64
2020/02/29 06:09:54 step 21345: train=0.015487 test=0.012503 entropy=4.147486 used=64
2020/02/29 06:10:04 step 21346: train=0.012940 test=0.010997 entropy=4.147675 used=64
2020/02/29 06:10:14 step 21347: train=0.012072 test=0.013140 entropy=4.150975 used=64
2020/02/29 06:10:24 step 21348: train=0.011766 test=0.012416 entropy=4.148331 used=64
2020/02/29 06:10:34 step 21349: train=0.013947 test=0.014552 entropy=4.143448 used=64
2020/02/29 06:10:44 step 21350: train=0.011514 test=0.012787 entropy=4.149442 used=64
2020/02/29 06:10:59 step 21351: train=0.012260 test=0.012932 entropy=4.149403 used=64
2020/02/29 06:11:09 step 21352: train=0.013765 test=0.010919 entropy=4.150151 used=64
2020/02/29 06:11:19 step 21353: train=0.015851 test=0.013899 entropy=4.146557 used=64
2020/02/29 06:11:29 step 21354: train=0.013726 test=0.012686 entropy=4.146848 used=64
2020/02/29 06:11:39 step 21355: train=0.013285 test=0.010885 entropy=4.138039 used=64
2020/02/29 06:11:49 step 21356: train=0.012724 test=0.012041 entropy=4.149097 used=64
2020/02/29 06:12:00 step 21357: train=0.012025 test=0.014469 entropy=4.147816 used=64
2020/02/29 06:12:10 step 21358: train=0.013354 test=0.012583 entropy=4.148111 used=64
2020/02/29 06:12:20 step 21359: train=0.011558 test=0.011024 entropy=4.149267 used=64
2020/02/29 06:12:30 step 21360: train=0.013906 test=0.012796 entropy=4.148711 used=64
2020/02/29 06:12:45 step 21361: train=0.012784 test=0.013473 entropy=4.147171 used=64
2020/02/29 06:12:55 step 21362: train=0.011411 test=0.010076 entropy=4.147075 used=64
2020/02/29 06:13:05 step 21363: train=0.012721 test=0.013864 entropy=4.145815 used=64
2020/02/29 06:13:15 step 21364: train=0.012889 test=0.012446 entropy=4.147797 used=64
2020/02/29 06:13:25 step 21365: train=0.009459 test=0.013200 entropy=4.145104 used=64
2020/02/29 06:13:35 step 21366: train=0.012031 test=0.013886 entropy=4.146616 used=64
2020/02/29 06:13:46 step 21367: train=0.012208 test=0.011923 entropy=4.150319 used=64
2020/02/29 06:13:56 step 21368: train=0.010530 test=0.011546 entropy=4.145307 used=64
2020/02/29 06:14:06 step 21369: train=0.013443 test=0.011213 entropy=4.147883 used=64
2020/02/29 06:14:16 step 21370: train=0.013947 test=0.013501 entropy=4.145103 used=64
2020/02/29 06:14:31 step 21371: train=0.015356 test=0.013257 entropy=4.150152 used=64
2020/02/29 06:14:41 step 21372: train=0.012876 test=0.014532 entropy=4.141795 used=64
2020/02/29 06:14:51 step 21373: train=0.012115 test=0.011743 entropy=4.141757 used=64
2020/02/29 06:15:01 step 21374: train=0.011051 test=0.013953 entropy=4.146737 used=64
2020/02/29 06:15:11 step 21375: train=0.013907 test=0.015269 entropy=4.147242 used=64
2020/02/29 06:15:21 step 21376: train=0.012611 test=0.013491 entropy=4.147988 used=64
2020/02/29 06:15:31 step 21377: train=0.012244 test=0.014347 entropy=4.148216 used=64
2020/02/29 06:15:42 step 21378: train=0.016332 test=0.014103 entropy=4.148337 used=64
2020/02/29 06:15:52 step 21379: train=0.013099 test=0.011452 entropy=4.150755 used=64
2020/02/29 06:16:02 step 21380: train=0.012934 test=0.013093 entropy=4.145019 used=64
2020/02/29 06:16:16 step 21381: train=0.013049 test=0.010897 entropy=4.147102 used=64
2020/02/29 06:16:26 step 21382: train=0.013720 test=0.011805 entropy=4.149533 used=64
2020/02/29 06:16:36 step 21383: train=0.010865 test=0.011390 entropy=4.145405 used=64
2020/02/29 06:16:47 step 21384: train=0.012841 test=0.014800 entropy=4.149074 used=64
2020/02/29 06:16:57 step 21385: train=0.012824 test=0.012052 entropy=4.149821 used=64
2020/02/29 06:17:07 step 21386: train=0.012807 test=0.011946 entropy=4.145629 used=64
2020/02/29 06:17:17 step 21387: train=0.010245 test=0.013662 entropy=4.146033 used=64
2020/02/29 06:17:27 step 21388: train=0.011082 test=0.013260 entropy=4.147870 used=64
2020/02/29 06:17:37 step 21389: train=0.014432 test=0.012467 entropy=4.144805 used=64
2020/02/29 06:17:47 step 21390: train=0.013133 test=0.012397 entropy=4.145451 used=64
2020/02/29 06:18:02 step 21391: train=0.011142 test=0.013009 entropy=4.147056 used=64
2020/02/29 06:18:12 step 21392: train=0.011131 test=0.012942 entropy=4.150197 used=64
2020/02/29 06:18:22 step 21393: train=0.015198 test=0.013134 entropy=4.148614 used=64
2020/02/29 06:18:32 step 21394: train=0.011975 test=0.013323 entropy=4.148014 used=64
2020/02/29 06:18:42 step 21395: train=0.012556 test=0.011460 entropy=4.147820 used=64
2020/02/29 06:18:53 step 21396: train=0.015083 test=0.012052 entropy=4.143058 used=64
2020/02/29 06:19:03 step 21397: train=0.013671 test=0.009994 entropy=4.150271 used=64
2020/02/29 06:19:13 step 21398: train=0.012490 test=0.013181 entropy=4.147781 used=64
2020/02/29 06:19:23 step 21399: train=0.014052 test=0.014745 entropy=4.144093 used=64
2020/02/29 06:19:33 step 21400: train=0.015297 test=0.013867 entropy=4.146973 used=64
2020/02/29 06:19:48 step 21401: train=0.013672 test=0.011165 entropy=4.148607 used=64
2020/02/29 06:19:58 step 21402: train=0.013481 test=0.011186 entropy=4.147430 used=64
2020/02/29 06:20:08 step 21403: train=0.013089 test=0.015085 entropy=4.148956 used=64
2020/02/29 06:20:18 step 21404: train=0.012951 test=0.014092 entropy=4.147670 used=64
2020/02/29 06:20:28 step 21405: train=0.012600 test=0.013116 entropy=4.142799 used=64
2020/02/29 06:20:38 step 21406: train=0.012376 test=0.012826 entropy=4.147562 used=64
2020/02/29 06:20:48 step 21407: train=0.011287 test=0.013705 entropy=4.147761 used=64
2020/02/29 06:20:59 step 21408: train=0.013027 test=0.013797 entropy=4.150220 used=64
2020/02/29 06:21:09 step 21409: train=0.010410 test=0.015320 entropy=4.147827 used=64
2020/02/29 06:21:19 step 21410: train=0.010839 test=0.013977 entropy=4.147736 used=64
2020/02/29 06:21:34 step 21411: train=0.012798 test=0.014602 entropy=4.148849 used=64
2020/02/29 06:21:44 step 21412: train=0.011936 test=0.011233 entropy=4.149810 used=64
2020/02/29 06:21:54 step 21413: train=0.012774 test=0.013394 entropy=4.149033 used=64
2020/02/29 06:22:04 step 21414: train=0.012546 test=0.012439 entropy=4.141510 used=64
2020/02/29 06:22:14 step 21415: train=0.013711 test=0.012740 entropy=4.141511 used=64
2020/02/29 06:22:24 step 21416: train=0.011441 test=0.010655 entropy=4.145721 used=64
2020/02/29 06:22:34 step 21417: train=0.012897 test=0.013724 entropy=4.150827 used=64
2020/02/29 06:22:44 step 21418: train=0.014192 test=0.013784 entropy=4.145195 used=64
2020/02/29 06:22:55 step 21419: train=0.012241 test=0.013959 entropy=4.148734 used=64
2020/02/29 06:23:05 step 21420: train=0.012385 test=0.012024 entropy=4.148746 used=64
2020/02/29 06:23:19 step 21421: train=0.012823 test=0.015484 entropy=4.149286 used=64
2020/02/29 06:23:29 step 21422: train=0.013596 test=0.012060 entropy=4.141688 used=64
2020/02/29 06:23:40 step 21423: train=0.012296 test=0.012289 entropy=4.149850 used=64
2020/02/29 06:23:50 step 21424: train=0.013733 test=0.016319 entropy=4.148573 used=64
2020/02/29 06:24:00 step 21425: train=0.012304 test=0.013225 entropy=4.146666 used=64
2020/02/29 06:24:10 step 21426: train=0.014662 test=0.011454 entropy=4.146413 used=64
2020/02/29 06:24:20 step 21427: train=0.014379 test=0.010535 entropy=4.149169 used=64
2020/02/29 06:24:30 step 21428: train=0.015620 test=0.014196 entropy=4.147590 used=64
2020/02/29 06:24:40 step 21429: train=0.013358 test=0.011951 entropy=4.147091 used=64
2020/02/29 06:24:51 step 21430: train=0.012597 test=0.012451 entropy=4.145553 used=64
2020/02/29 06:25:05 step 21431: train=0.011173 test=0.014812 entropy=4.148410 used=64
2020/02/29 06:25:15 step 21432: train=0.015252 test=0.012231 entropy=4.148216 used=64
2020/02/29 06:25:25 step 21433: train=0.014175 test=0.010638 entropy=4.146990 used=64
2020/02/29 06:25:36 step 21434: train=0.013343 test=0.012409 entropy=4.147529 used=64
2020/02/29 06:25:46 step 21435: train=0.012857 test=0.012104 entropy=4.149212 used=64
2020/02/29 06:25:56 step 21436: train=0.012055 test=0.012319 entropy=4.147191 used=64
2020/02/29 06:26:06 step 21437: train=0.012499 test=0.013031 entropy=4.147332 used=64
2020/02/29 06:26:16 step 21438: train=0.014354 test=0.014460 entropy=4.150136 used=64
2020/02/29 06:26:26 step 21439: train=0.012622 test=0.011202 entropy=4.148549 used=64
2020/02/29 06:26:36 step 21440: train=0.010296 test=0.012535 entropy=4.147166 used=64
2020/02/29 06:26:51 step 21441: train=0.012815 test=0.012145 entropy=4.146478 used=64
2020/02/29 06:27:01 step 21442: train=0.013930 test=0.014346 entropy=4.147408 used=64
2020/02/29 06:27:11 step 21443: train=0.016576 test=0.015330 entropy=4.148350 used=64
2020/02/29 06:27:21 step 21444: train=0.012030 test=0.012100 entropy=4.148805 used=64
2020/02/29 06:27:31 step 21445: train=0.011735 test=0.011861 entropy=4.146356 used=64
2020/02/29 06:27:42 step 21446: train=0.012908 test=0.012093 entropy=4.149924 used=64
2020/02/29 06:27:52 step 21447: train=0.011050 test=0.012352 entropy=4.149246 used=64
2020/02/29 06:28:02 step 21448: train=0.013309 test=0.010834 entropy=4.147670 used=64
2020/02/29 06:28:12 step 21449: train=0.011327 test=0.012828 entropy=4.150023 used=64
2020/02/29 06:28:22 step 21450: train=0.013033 test=0.010289 entropy=4.145380 used=64
2020/02/29 06:28:36 step 21451: train=0.012766 test=0.014858 entropy=4.145526 used=64
2020/02/29 06:28:46 step 21452: train=0.014659 test=0.013720 entropy=4.151348 used=64
2020/02/29 06:28:56 step 21453: train=0.013373 test=0.013960 entropy=4.147585 used=64
2020/02/29 06:29:06 step 21454: train=0.012037 test=0.010460 entropy=4.145865 used=64
2020/02/29 06:29:17 step 21455: train=0.012429 test=0.012144 entropy=4.147635 used=64
2020/02/29 06:29:27 step 21456: train=0.013926 test=0.011755 entropy=4.146118 used=64
2020/02/29 06:29:37 step 21457: train=0.012596 test=0.011908 entropy=4.144741 used=64
2020/02/29 06:29:47 step 21458: train=0.013811 test=0.014574 entropy=4.147600 used=64
2020/02/29 06:29:57 step 21459: train=0.012059 test=0.012771 entropy=4.148892 used=64
2020/02/29 06:30:07 step 21460: train=0.012597 test=0.015574 entropy=4.147913 used=64
2020/02/29 06:30:21 step 21461: train=0.013157 test=0.012965 entropy=4.149236 used=64
2020/02/29 06:30:32 step 21462: train=0.012190 test=0.013704 entropy=4.146707 used=64
2020/02/29 06:30:42 step 21463: train=0.013484 test=0.012300 entropy=4.150188 used=64
2020/02/29 06:30:52 step 21464: train=0.014854 test=0.012708 entropy=4.148915 used=64
2020/02/29 06:31:02 step 21465: train=0.012737 test=0.013414 entropy=4.149477 used=64
2020/02/29 06:31:12 step 21466: train=0.012191 test=0.013617 entropy=4.144148 used=64
2020/02/29 06:31:22 step 21467: train=0.013869 test=0.013337 entropy=4.148716 used=64
2020/02/29 06:31:32 step 21468: train=0.012300 test=0.015518 entropy=4.144046 used=64
2020/02/29 06:31:42 step 21469: train=0.013550 test=0.013495 entropy=4.150759 used=64
2020/02/29 06:31:52 step 21470: train=0.013112 test=0.012257 entropy=4.144846 used=64
2020/02/29 06:32:07 step 21471: train=0.014270 test=0.011821 entropy=4.148942 used=64
2020/02/29 06:32:18 step 21472: train=0.012333 test=0.011852 entropy=4.147305 used=64
2020/02/29 06:32:28 step 21473: train=0.012687 test=0.012431 entropy=4.143474 used=64
2020/02/29 06:32:38 step 21474: train=0.013734 test=0.015198 entropy=4.144436 used=64
2020/02/29 06:32:48 step 21475: train=0.010711 test=0.014603 entropy=4.148026 used=64
2020/02/29 06:32:58 step 21476: train=0.013950 test=0.010152 entropy=4.146982 used=64
2020/02/29 06:33:08 step 21477: train=0.012592 test=0.010773 entropy=4.144153 used=64
2020/02/29 06:33:18 step 21478: train=0.010550 test=0.011514 entropy=4.151175 used=64
2020/02/29 06:33:28 step 21479: train=0.014685 test=0.012359 entropy=4.150787 used=64
2020/02/29 06:33:39 step 21480: train=0.010982 test=0.012172 entropy=4.145923 used=64
2020/02/29 06:33:53 step 21481: train=0.011500 test=0.016962 entropy=4.148969 used=64
2020/02/29 06:34:03 step 21482: train=0.011435 test=0.011401 entropy=4.145679 used=64
2020/02/29 06:34:13 step 21483: train=0.012337 test=0.010689 entropy=4.148771 used=64
2020/02/29 06:34:23 step 21484: train=0.011289 test=0.012970 entropy=4.150060 used=64
2020/02/29 06:34:33 step 21485: train=0.014172 test=0.012654 entropy=4.144665 used=64
2020/02/29 06:34:43 step 21486: train=0.014132 test=0.015219 entropy=4.143837 used=64
2020/02/29 06:34:53 step 21487: train=0.012713 test=0.012300 entropy=4.147814 used=64
2020/02/29 06:35:04 step 21488: train=0.012868 test=0.012839 entropy=4.149946 used=64
2020/02/29 06:35:14 step 21489: train=0.010648 test=0.013819 entropy=4.147495 used=64
2020/02/29 06:35:24 step 21490: train=0.014640 test=0.013570 entropy=4.145236 used=64
2020/02/29 06:35:38 step 21491: train=0.014339 test=0.012460 entropy=4.148860 used=64
2020/02/29 06:35:48 step 21492: train=0.012739 test=0.012316 entropy=4.146516 used=64
2020/02/29 06:35:59 step 21493: train=0.010901 test=0.012623 entropy=4.148180 used=64
2020/02/29 06:36:09 step 21494: train=0.013830 test=0.015420 entropy=4.145069 used=64
2020/02/29 06:36:19 step 21495: train=0.012379 test=0.015004 entropy=4.147820 used=64
2020/02/29 06:36:29 step 21496: train=0.012649 test=0.011609 entropy=4.147093 used=64
2020/02/29 06:36:39 step 21497: train=0.011332 test=0.014014 entropy=4.144945 used=64
2020/02/29 06:36:49 step 21498: train=0.013265 test=0.010122 entropy=4.147278 used=64
2020/02/29 06:36:59 step 21499: train=0.010953 test=0.014628 entropy=4.148958 used=64
2020/02/29 06:37:09 step 21500: train=0.015917 test=0.013353 entropy=4.149630 used=64
2020/02/29 06:37:24 step 21501: train=0.013203 test=0.014036 entropy=4.149416 used=64
2020/02/29 06:37:34 step 21502: train=0.012737 test=0.013026 entropy=4.145662 used=64
2020/02/29 06:37:44 step 21503: train=0.012314 test=0.014129 entropy=4.148182 used=64
2020/02/29 06:37:54 step 21504: train=0.013860 test=0.011131 entropy=4.147516 used=64
2020/02/29 06:38:04 step 21505: train=0.013726 test=0.011966 entropy=4.143561 used=64
2020/02/29 06:38:15 step 21506: train=0.012901 test=0.013487 entropy=4.147460 used=64
2020/02/29 06:38:25 step 21507: train=0.012693 test=0.012893 entropy=4.150644 used=64
2020/02/29 06:38:35 step 21508: train=0.013154 test=0.011704 entropy=4.148864 used=64
2020/02/29 06:38:45 step 21509: train=0.011910 test=0.015982 entropy=4.143506 used=64
2020/02/29 06:38:55 step 21510: train=0.011703 test=0.013068 entropy=4.144748 used=64
2020/02/29 06:39:10 step 21511: train=0.011726 test=0.014264 entropy=4.147444 used=64
2020/02/29 06:39:20 step 21512: train=0.012266 test=0.010095 entropy=4.143912 used=64
2020/02/29 06:39:30 step 21513: train=0.012056 test=0.015670 entropy=4.145559 used=64
2020/02/29 06:39:40 step 21514: train=0.010744 test=0.010443 entropy=4.146245 used=64
2020/02/29 06:39:50 step 21515: train=0.014238 test=0.013373 entropy=4.139578 used=64
2020/02/29 06:40:00 step 21516: train=0.016936 test=0.014158 entropy=4.145891 used=64
2020/02/29 06:40:10 step 21517: train=0.013048 test=0.010622 entropy=4.142491 used=64
2020/02/29 06:40:21 step 21518: train=0.014780 test=0.011403 entropy=4.146235 used=64
2020/02/29 06:40:31 step 21519: train=0.012821 test=0.012301 entropy=4.149155 used=64
2020/02/29 06:40:41 step 21520: train=0.012631 test=0.012862 entropy=4.146502 used=64
2020/02/29 06:40:56 step 21521: train=0.010986 test=0.014664 entropy=4.147515 used=64
2020/02/29 06:41:06 step 21522: train=0.011488 test=0.011707 entropy=4.149207 used=64
2020/02/29 06:41:16 step 21523: train=0.010909 test=0.012496 entropy=4.142820 used=64
2020/02/29 06:41:26 step 21524: train=0.012659 test=0.015102 entropy=4.145324 used=64
2020/02/29 06:41:36 step 21525: train=0.012431 test=0.011100 entropy=4.147023 used=64
2020/02/29 06:41:46 step 21526: train=0.013460 test=0.010724 entropy=4.147034 used=64
2020/02/29 06:41:56 step 21527: train=0.013940 test=0.010730 entropy=4.147711 used=64
2020/02/29 06:42:07 step 21528: train=0.012121 test=0.011956 entropy=4.149325 used=64
2020/02/29 06:42:17 step 21529: train=0.011988 test=0.011831 entropy=4.147928 used=64
2020/02/29 06:42:27 step 21530: train=0.014651 test=0.014054 entropy=4.148503 used=64
2020/02/29 06:42:41 step 21531: train=0.010989 test=0.014077 entropy=4.148479 used=64
2020/02/29 06:42:52 step 21532: train=0.012331 test=0.012246 entropy=4.147152 used=64
2020/02/29 06:43:02 step 21533: train=0.014182 test=0.013453 entropy=4.149711 used=64
2020/02/29 06:43:12 step 21534: train=0.011783 test=0.011545 entropy=4.145736 used=64
2020/02/29 06:43:22 step 21535: train=0.012732 test=0.013493 entropy=4.146100 used=64
2020/02/29 06:43:32 step 21536: train=0.011606 test=0.013745 entropy=4.148689 used=64
2020/02/29 06:43:42 step 21537: train=0.012738 test=0.013352 entropy=4.147261 used=64
2020/02/29 06:43:52 step 21538: train=0.012537 test=0.011953 entropy=4.147871 used=64
2020/02/29 06:44:03 step 21539: train=0.012909 test=0.012655 entropy=4.144032 used=64
2020/02/29 06:44:13 step 21540: train=0.012128 test=0.012671 entropy=4.143307 used=64
2020/02/29 06:44:27 step 21541: train=0.012113 test=0.013199 entropy=4.149889 used=64
2020/02/29 06:44:37 step 21542: train=0.011806 test=0.011846 entropy=4.149785 used=64
2020/02/29 06:44:47 step 21543: train=0.011861 test=0.012563 entropy=4.147700 used=64
2020/02/29 06:44:58 step 21544: train=0.014524 test=0.014296 entropy=4.147300 used=64
2020/02/29 06:45:08 step 21545: train=0.015310 test=0.012746 entropy=4.144760 used=64
2020/02/29 06:45:18 step 21546: train=0.012532 test=0.012577 entropy=4.147109 used=64
2020/02/29 06:45:28 step 21547: train=0.011611 test=0.013496 entropy=4.146749 used=64
2020/02/29 06:45:38 step 21548: train=0.010672 test=0.010081 entropy=4.146292 used=64
2020/02/29 06:45:48 step 21549: train=0.015376 test=0.011221 entropy=4.149565 used=64
2020/02/29 06:45:58 step 21550: train=0.011386 test=0.012382 entropy=4.146142 used=64
2020/02/29 06:46:13 step 21551: train=0.012437 test=0.011588 entropy=4.146828 used=64
2020/02/29 06:46:23 step 21552: train=0.015300 test=0.011977 entropy=4.148057 used=64
2020/02/29 06:46:33 step 21553: train=0.010146 test=0.014280 entropy=4.146500 used=64
2020/02/29 06:46:43 step 21554: train=0.010548 test=0.011395 entropy=4.148436 used=64
2020/02/29 06:46:53 step 21555: train=0.012876 test=0.013622 entropy=4.144480 used=64
2020/02/29 06:47:03 step 21556: train=0.013272 test=0.010978 entropy=4.146972 used=64
2020/02/29 06:47:13 step 21557: train=0.011386 test=0.011354 entropy=4.147687 used=64
2020/02/29 06:47:23 step 21558: train=0.012834 test=0.011130 entropy=4.148183 used=64
2020/02/29 06:47:34 step 21559: train=0.010439 test=0.015483 entropy=4.147919 used=64
2020/02/29 06:47:44 step 21560: train=0.014946 test=0.013995 entropy=4.147441 used=64
2020/02/29 06:47:58 step 21561: train=0.011770 test=0.011795 entropy=4.147339 used=64
2020/02/29 06:48:08 step 21562: train=0.012354 test=0.013312 entropy=4.148902 used=64
2020/02/29 06:48:18 step 21563: train=0.011061 test=0.012544 entropy=4.144876 used=64
2020/02/29 06:48:29 step 21564: train=0.013238 test=0.013948 entropy=4.147835 used=64
2020/02/29 06:48:39 step 21565: train=0.013416 test=0.014665 entropy=4.147710 used=64
2020/02/29 06:48:49 step 21566: train=0.012048 test=0.012685 entropy=4.148780 used=64
2020/02/29 06:48:59 step 21567: train=0.015391 test=0.014884 entropy=4.143453 used=64
2020/02/29 06:49:09 step 21568: train=0.011298 test=0.011308 entropy=4.144692 used=64
2020/02/29 06:49:19 step 21569: train=0.012429 test=0.013983 entropy=4.146497 used=64
2020/02/29 06:49:30 step 21570: train=0.013876 test=0.014372 entropy=4.146255 used=64
2020/02/29 06:49:44 step 21571: train=0.014845 test=0.013212 entropy=4.148476 used=64
2020/02/29 06:49:54 step 21572: train=0.011864 test=0.012067 entropy=4.148892 used=64
2020/02/29 06:50:04 step 21573: train=0.010917 test=0.012023 entropy=4.144129 used=64
2020/02/29 06:50:14 step 21574: train=0.012216 test=0.013217 entropy=4.148862 used=64
